"deputati","nome","gender","email","foto","nomeCollegio","lat","long"
"http://dati.openars.org/legislatura/xvi/deputato/savona-riccardo","Savona Riccardo","M","rsavona@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000086.jpg","Palermo","38.11669921875","13.36670017242432"
"http://dati.openars.org/legislatura/xvi/deputato/digiacomo-giuseppe-detto-pippo","Digiacomo Giuseppe detto Pippo","M","gdigiacomo@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000752.jpg","Ragusa","36.93330001831055","14.75"
"http://dati.openars.org/legislatura/xvi/deputato/laccoto-giuseppe-detto-pippo","Laccoto Giuseppe detto Pippo","M","glaccoto@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000692.jpg","Messina","38.18330001831055","15.55000019073486"
"http://dati.openars.org/legislatura/xvi/deputato/di-giacinto-giovanni","Di Giacinto Giovanni","M","gdigiacinto@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000830.jpg","Palermo","38.11669921875","13.36670017242432"
"http://dati.openars.org/legislatura/xvi/deputato/fontana-vincenzo-detto-enzo","Fontana Vincenzo detto Enzo","M","vfontana@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000838.jpg","Agrigento","37.31669998168945","13.58329963684082"
"http://dati.openars.org/legislatura/xvi/deputato/cancelleri-giovanni-carlo-giancarlo-o-cancellieri","Cancelleri Giovanni Carlo Giancarlo o Cancellieri","M","gcancelleri@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000821.jpg","Caltanissetta","37.49029922485352","14.0625"
"http://dati.openars.org/legislatura/xvi/deputato/firetto-calogero-detto-lillo","Firetto Calogero detto Lillo","M","cfiretto@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000837.jpg","Agrigento","37.31669998168945","13.58329963684082"
"http://dati.openars.org/legislatura/xvi/deputato/germana-antonino-salvatore-detto-nino","Germanà Antonino Salvatore detto Nino","M","agermana@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000840.jpg","Messina","38.18330001831055","15.55000019073486"
"http://dati.openars.org/legislatura/xvi/deputato/palmeri-valentina","Palmeri Valentina","F","vpalmeri@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000855.jpg","Trapani","38.01670074462891","12.51669979095459"
"http://dati.openars.org/legislatura/xvi/deputato/picciolo-giuseppe","Picciolo Giuseppe","M","gpicciolo@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000784.jpg","Messina","38.18330001831055","15.55000019073486"
"http://dati.openars.org/legislatura/xvi/deputato/ioppolo-giovanni","Ioppolo Giovanni","M","gioppolo@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000055.jpg","Catania","37.5","15.09029960632324"
"http://dati.openars.org/legislatura/xvi/deputato/ferrandelli-fabrizio","Ferrandelli Fabrizio","M","fferrandelli@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000834.jpg","Palermo","38.11669921875","13.36670017242432"
"http://dati.openars.org/legislatura/xvi/deputato/ciaccio-giorgio","Ciaccio Giorgio","M","gciaccio@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000823.jpg","Palermo","38.11669921875","13.36670017242432"
"http://dati.openars.org/legislatura/xvi/deputato/ruggirello-paolo","Ruggirello Paolo","M","pruggirello@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000729.jpg","Trapani","38.01670074462891","12.51669979095459"
"http://dati.openars.org/legislatura/xvi/deputato/cirone-maria-in-di-marco-detta-marika","Cirone Maria in Di Marco detta Marika","F","mcirone@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000825.jpg","Regionale",,
"http://dati.openars.org/legislatura/xvi/deputato/lo-giudice-salvatore-detto-salvo","Lo Giudice Salvatore detto Salvo","M","slogiudice@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000846.jpg","Palermo","38.11669921875","13.36670017242432"
"http://dati.openars.org/legislatura/xvi/deputato/sudano-valeria","Sudano Valeria","F","vsudano@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000860.jpg","Catania","37.5","15.09029960632324"
"http://dati.openars.org/legislatura/xvi/deputato/tamajo-edmondo-detto-edi","Tamajo Edmondo detto Edi","F","etamajo@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000861.jpg","Palermo","38.11669921875","13.36670017242432"
"http://dati.openars.org/legislatura/xvi/deputato/cascio-salvatore","Cascio Salvatore","M","scascio@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000776.jpg","Agrigento","37.31669998168945","13.58329963684082"
"http://dati.openars.org/legislatura/xvi/deputato/dipasquale-emanuele-detto-nello","Dipasquale Emanuele detto Nello","M","edipasquale@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000831.jpg","Ragusa","36.93330001831055","14.75"
"http://dati.openars.org/legislatura/xvi/deputato/nicotra-raffaele-giuseppe-detto-pippo","Nicotra Raffaele Giuseppe detto Pippo","M","rnicotra@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000073.jpg","Catania","37.5","15.09029960632324"
"http://dati.openars.org/legislatura/xvi/deputato/la-rocca-ruvolo-margherita-rita","La Rocca Ruvolo Margherita Rita","F","mlarocca@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000845.jpg","Agrigento","37.31669998168945","13.58329963684082"
"http://dati.openars.org/legislatura/xvi/deputato/assenza-giorgio","Assenza Giorgio","M","gassenza@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000819.jpg","Ragusa","36.93330001831055","14.75"
"http://dati.openars.org/legislatura/xvi/deputato/lentini-salvatore","Lentini Salvatore","M","slentini@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000761.jpg","Palermo","38.11669921875","13.36670017242432"
"http://dati.openars.org/legislatura/xvi/deputato/milazzo-antonella-maria-detta-antonella","Milazzo Antonella Maria detta Antonella","F","amilazzo@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000853.jpg","Regionale",,
"http://dati.openars.org/legislatura/xvi/deputato/alloro-mario","Alloro Mario","M","malloro@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000816.jpg","Enna","37.56330108642578","14.27610015869141"
"http://dati.openars.org/legislatura/xvi/deputato/apprendi-giuseppe-detto-pino","Apprendi Giuseppe detto Pino","M","gapprendi@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000695.jpg","Palermo","38.11669921875","13.36670017242432"
"http://dati.openars.org/legislatura/xvi/deputato/ardizzone-giovanni","Ardizzone Giovanni","M","gardizzone@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000016.jpg","Messina","38.18330001831055","15.55000019073486"
"http://dati.openars.org/legislatura/xvi/deputato/barbagallo-alfio","Barbagallo Alfio","M","albarbagallo@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000909.jpg","Catania","37.5","15.09029960632324"
"http://dati.openars.org/legislatura/xvi/deputato/cani-gaetano","Cani Gaetano","M","gcani@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000905.jpg","Agrigento","37.31669998168945","13.58329963684082"
"http://dati.openars.org/legislatura/xvi/deputato/caputo-salvino","Caputo Salvino","M","scaputo@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000651.jpg","Palermo","38.11669921875","13.36670017242432"
"http://dati.openars.org/legislatura/xvi/deputato/ciancio-gianina","Ciancio Gianina","F","gciancio@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000824.jpg","Catania","37.5","15.09029960632324"
"http://dati.openars.org/legislatura/xvi/deputato/clemente-roberto-saverio-detto-roberto","Clemente Roberto Saverio detto Roberto","M","rclemente@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000826.jpg","Palermo","38.11669921875","13.36670017242432"
"http://dati.openars.org/legislatura/xvi/deputato/coltraro-giambattista-detto-cultraro","Coltraro Giambattista detto Cultraro","M","gcoltraro@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000827.jpg","Siracusa","37.08330154418945","15.28330039978027"
"http://dati.openars.org/legislatura/xvi/deputato/currenti-carmelo-detto-correnti-pippo","Currenti Carmelo detto Correnti Pippo","M","ccurrenti@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000701.jpg","Messina","38.18330001831055","15.55000019073486"
"http://dati.openars.org/legislatura/xvi/deputato/d-agostino-nicola","D'Agostino Nicola","M","ndagostino@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000780.jpg","Catania","37.5","15.09029960632324"
"http://dati.openars.org/legislatura/xvi/deputato/d-asero-antonino-detto-nino-dasero","D'Asero Antonino detto Nino Dasero","M","adasero@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000702.jpg","Catania","37.5","15.09029960632324"
"http://dati.openars.org/legislatura/xvi/deputato/di-maggio-giuseppe","Di Maggio Giuseppe","M","gdimaggio@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000910.jpg","Palermo","38.11669921875","13.36670017242432"
"http://dati.openars.org/legislatura/xvi/deputato/federico-giuseppe-detto-pino","Federico Giuseppe detto Pino","M","gfederico@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000755.jpg","Caltanissetta","37.49029922485352","14.0625"
"http://dati.openars.org/legislatura/xvi/deputato/figuccia-vincenzo","Figuccia Vincenzo","M","vfiguccia@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000836.jpg","Palermo","38.11669921875","13.36670017242432"
"http://dati.openars.org/legislatura/xvi/deputato/forzese-marco-lucio","Forzese Marco Lucio","M","mforzese@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000758.jpg","Catania","37.5","15.09029960632324"
"http://dati.openars.org/legislatura/xvi/deputato/foti-angela","Foti Angela","F","afoti@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000839.jpg","Catania","37.5","15.09029960632324"
"http://dati.openars.org/legislatura/xvi/deputato/gennuso-giuseppe-detto-pippo","Gennuso Giuseppe detto Pippo","M","ggennuso@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000710.jpg","Siracusa","37.08330154418945","15.28330039978027"
"http://dati.openars.org/legislatura/xvi/deputato/giuffrida-salvatore-salvo","Giuffrida Salvatore Salvo","M","sgiuffrida@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000805.jpg","Catania","37.5","15.09029960632324"
"http://dati.openars.org/legislatura/xvi/deputato/greco-giovanni","Greco Giovanni","M","ggreco@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000760.jpg","Palermo","38.11669921875","13.36670017242432"
"http://dati.openars.org/legislatura/xvi/deputato/lo-sciuto-giovanni","Lo Sciuto Giovanni","M","glosciuto@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000848.jpg","Trapani","38.01670074462891","12.51669979095459"
"http://dati.openars.org/legislatura/xvi/deputato/lombardo-salvatore-federico-detto-toti","Lombardo Salvatore Federico detto Toti","M","slombardo@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000847.jpg","Catania","37.5","15.09029960632324"
"http://dati.openars.org/legislatura/xvi/deputato/lupo-giuseppe-detto-peppino","Lupo Giuseppe detto Peppino","M","lupog@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000764.jpg","Palermo","38.11669921875","13.36670017242432"
"http://dati.openars.org/legislatura/xvi/deputato/panarello-filippo","Panarello Filippo","M","fpanarello@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000079.jpg","Messina","38.18330001831055","15.55000019073486"
"http://dati.openars.org/legislatura/xvi/deputato/papale-alfio","Papale Alfio","M","apapale@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000893.jpg","Catania","37.5","15.09029960632324"
"http://dati.openars.org/legislatura/xvi/deputato/pellegrino-stefano-5","Pellegrino Stefano","M","spellegrino@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000912.jpg","Trapani","38.01670074462891","12.51669979095459"
"http://dati.openars.org/legislatura/xvi/deputato/pogliese-salvatore-domenico-detto-salvo","Pogliese Salvatore Domenico detto Salvo","M","spogliese@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000724.jpg","Catania","37.5","15.09029960632324"
"http://dati.openars.org/legislatura/xvi/deputato/ragusa-orazio","Ragusa Orazio","M","oragusa@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000725.jpg","Ragusa","36.93330001831055","14.75"
"http://dati.openars.org/legislatura/xvi/deputato/riggio-francesco","Riggio Francesco","M","friggio@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000907.jpg","Palermo","38.11669921875","13.36670017242432"
"http://dati.openars.org/legislatura/xvi/deputato/sammartino-luca-rosario-luigi-san-martino-martino-di-marti","Sammartino Luca Rosario Luigi San Martino, Martino, Di Marti","M","lsammartino@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000857.jpg","Catania","37.5","15.09029960632324"
"http://dati.openars.org/legislatura/xvi/deputato/tancredi-sergio","Tancredi Sergio","M","stancredi@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000884.jpg","Trapani","38.01670074462891","12.51669979095459"
"http://dati.openars.org/legislatura/xvi/deputato/troisi-sergio","Troisi Sergio","M","stroisi@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000863.jpg","Trapani","38.01670074462891","12.51669979095459"
"http://dati.openars.org/legislatura/xvi/deputato/venturino-antonio","Venturino Antonio","M","aventurino@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000864.jpg","Enna","37.56330108642578","14.27610015869141"
"http://dati.openars.org/legislatura/xvi/deputato/vullo-gianfranco","Vullo Gianfranco","M","gvullo@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000865.jpg","Catania","37.5","15.09029960632324"
"http://dati.openars.org/legislatura/xvi/deputato/zafarana-valentina","Zafarana Valentina","F","vzafarana@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000866.jpg","Messina","38.18330001831055","15.55000019073486"
"http://dati.openars.org/legislatura/xvi/deputato/zito-stefano","Zito Stefano","M","szito@ars.sicilia.it","http://www.ars.sicilia.it/DocumentiEsterni/Immagini/Deputati/000867.jpg","Siracusa","37.08330154418945","15.28330039978027"
